ID,Type,Gender,TotalStats,SpecialStats,Star,SpecialStar,Parts
11511,basic,Female,"35,32,36,34,33","0,0,0,0,0",1,0,"G_Hair_Long_0,G_Body_Skin_Black,G_Shoes_7,G_Bot_7,G_Top_1,G_Head_Skin_Black,G_Face_7,G_Hair_0,G_Face_Acc_0"
11512,basic,Male,"37,39,35,36,34","0,0,0,0,0",1,0,"B_Body_Skin_White,B_Shoes_5,B_Bot_2,B_Top_9,B_Head_Skin_White,B_Face_7,B_Hair_0,B_Face_Acc_2"
11513,basic,Female,"43,45,41,43,43","0,0,0,0,0",2,0,"G_Hair_Long_11,G_Body_Skin_Black,G_Shoes_5,G_Bot_5,G_Top_0,G_Head_Skin_Black,G_Face_18,G_Hair_11,G_Face_Acc_0"
11514,basic,Male,"47,44,44,44,47","0,0,0,0,0",3,0,"B_Body_Skin_Yellow,B_Shoes_9,B_Bot_0,B_Top_3,B_Head_Skin_Yellow,B_Face_14,B_Hair_1,B_Face_Acc_3"
11515,basic,Male,"39,39,36,36,39","0,0,0,0,0",1,0,"B_Body_Skin_Yellow,B_Shoes_5,B_Bot_7,B_Top_0,B_Head_Skin_Yellow,B_Face_14,B_Hair_3"
11516,basic,Female,"42,42,41,41,42","0,0,0,0,0",2,0,"G_Hair_Long_12,G_Body_Skin_White,G_Shoes_8,G_Bot_2,G_Top_0,G_Head_Skin_White,G_Face_12,G_Hair_12,G_Face_Acc_3"
11517,basic,Male,"32,31,28,26,30","0,0,0,0,0",1,0,"B_Body_Skin_Yellow,B_Shoes_3,B_Bot_7,B_Top_3,B_Head_Skin_Yellow,B_Face_5,B_Hair_5,B_Face_Acc_1"
11518,basic,Female,"33,36,35,36,35","0,0,0,0,0",1,0,"G_Hair_Long_13,G_Body_Skin_Black,G_Shoes_7,G_Bot_4,G_Top_0,G_Head_Skin_Black,G_Face_15,G_Hair_13"
11519,basic,Female,"39,41,37,31,38","0,0,0,0,0",1,0,"G_Hair_Long_2,G_Body_Skin_Yellow,G_Shoes_8,G_Bot_9,G_Top_1,G_Head_Skin_Yellow,G_Face_4,G_Hair_2,G_Face_Acc_2"
11520,basic,Male,"24,27,23,23,26","0,0,0,0,0",1,0,"B_Body_Skin_Yellow,B_Shoes_9,B_Bot_5,B_Top_3,B_Head_Skin_Yellow,B_Face_6,B_Hair_10"
11521,basic,Female,"32,33,35,33,32","0,0,0,0,0",1,0,"G_Hair_Long_5,G_Body_Skin_Black,G_Shoes_3,G_Bot_8,G_Top_9,G_Head_Skin_Black,G_Face_21,G_Hair_5"
11522,basic,Male,"26,26,24,27,27","0,0,0,0,0",1,0,"B_Body_Skin_Black,B_Shoes_3,B_Bot_0,B_Top_0,B_Head_Skin_Black,B_Face_11,B_Hair_6,B_Face_Acc_1"
11523,basic,Female,"33,37,30,30,30","0,0,0,0,0",1,0,"G_Hair_Long_3,G_Body_Skin_Yellow,G_Shoes_2,G_Bot_1,G_Top_0,G_Head_Skin_Yellow,G_Face_18,G_Hair_3"
11524,basic,Female,"38,43,38,37,42","0,0,0,0,0",1,0,"G_Hair_Long_8,G_Body_Skin_White,G_Shoes_8,G_Bot_2,G_Top_2,G_Head_Skin_White,G_Face_2,G_Hair_8,G_Face_Acc_3"
11525,basic,Male,"41,39,36,37,39","0,0,0,0,0",1,0,"B_Body_Skin_Yellow,B_Shoes_5,B_Bot_1,B_Top_1,B_Head_Skin_Yellow,B_Face_10,B_Hair_3,B_Face_Acc_0"
11526,basic,Female,"25,20,25,23,21","0,0,0,0,0",1,0,"G_Hair_Long_7,G_Body_Skin_White,G_Shoes_2,G_Bot_1,G_Top_5,G_Head_Skin_White,G_Face_1,G_Hair_7"
11527,basic,Male,"37,44,44,45,41","0,0,0,0,0",2,0,"B_Body_Skin_Black,B_Shoes_8,B_Bot_4,B_Top_0,B_Head_Skin_Black,B_Face_9,B_Hair_2,B_Face_Acc_3"
11528,basic,Male,"28,32,30,30,27","0,0,0,0,0",1,0,"B_Body_Skin_Black,B_Shoes_3,B_Bot_8,B_Top_9,B_Head_Skin_Black,B_Face_2,B_Hair_11,B_Face_Acc_2"
11529,basic,Female,"38,40,33,34,35","0,0,0,0,0",1,0,"G_Hair_Long_4,G_Body_Skin_Yellow,G_Shoes_0,G_Bot_7,G_Top_0,G_Head_Skin_Yellow,G_Face_4,G_Hair_4"
11530,basic,Female,"43,45,40,44,42","0,0,0,0,0",2,0,"G_Hair_Long_14,G_Body_Skin_Black,G_Shoes_7,G_Bot_9,G_Top_5,G_Head_Skin_Black,G_Face_6,G_Hair_14,G_Face_Acc_2"
11531,basic,Female,"41,42,45,40,40","0,0,0,0,0",2,0,"G_Hair_Long_5,G_Body_Skin_Black,G_Shoes_8,G_Bot_6,G_Top_4,G_Head_Skin_Black,G_Face_13,G_Hair_5,G_Face_Acc_0"
11532,basic,Male,"36,36,36,36,38","0,0,0,0,0",1,0,"B_Body_Skin_Black,B_Shoes_8,B_Bot_7,B_Top_8,B_Head_Skin_Black,B_Face_12,B_Hair_8,B_Face_Acc_0"
11533,basic,Female,"24,30,23,25,24","0,0,0,0,0",1,0,"G_Hair_Long_5,G_Body_Skin_Yellow,G_Shoes_6,G_Bot_9,G_Top_6,G_Head_Skin_Yellow,G_Face_6,G_Hair_5"
11534,basic,Female,"40,43,35,41,42","0,0,0,0,0",2,0,"G_Hair_Long_13,G_Body_Skin_Yellow,G_Shoes_7,G_Bot_6,G_Top_7,G_Head_Skin_Yellow,G_Face_2,G_Hair_13,G_Face_Acc_2"
11535,basic,Female,"25,28,23,23,29","0,0,0,0,0",1,0,"G_Hair_Long_2,G_Body_Skin_Yellow,G_Shoes_7,G_Bot_0,G_Top_2,G_Head_Skin_Yellow,G_Face_4,G_Hair_2"
11536,basic,Female,"25,23,20,23,24","0,0,0,0,0",1,0,"G_Hair_Long_2,G_Body_Skin_Yellow,G_Shoes_7,G_Bot_8,G_Top_7,G_Head_Skin_Yellow,G_Face_2,G_Hair_2"
11537,basic,Female,"31,31,34,29,31","0,0,0,0,0",1,0,"G_Hair_Long_2,G_Body_Skin_Black,G_Shoes_4,G_Bot_8,G_Top_1,G_Head_Skin_Black,G_Face_15,G_Hair_2,G_Face_Acc_0"
11538,basic,Female,"37,36,36,36,37","0,0,0,0,0",1,0,"G_Hair_Long_2,G_Body_Skin_Yellow,G_Shoes_2,G_Bot_0,G_Top_5,G_Head_Skin_Yellow,G_Face_9,G_Hair_2,G_Face_Acc_1"
11539,basic,Female,"29,24,33,24,24","0,0,0,0,0",1,0,"G_Hair_Long_5,G_Body_Skin_White,G_Shoes_2,G_Bot_1,G_Top_1,G_Head_Skin_White,G_Face_12,G_Hair_5,G_Face_Acc_1"
11540,basic,Female,"41,42,38,36,39","0,0,0,0,0",1,0,"G_Hair_Long_3,G_Body_Skin_Yellow,G_Shoes_6,G_Bot_4,G_Top_1,G_Head_Skin_Yellow,G_Face_3,G_Hair_3,G_Face_Acc_2"
11541,basic,Female,"32,39,35,34,31","0,0,0,0,0",1,0,"G_Hair_Long_3,G_Body_Skin_Black,G_Shoes_7,G_Bot_1,G_Top_7,G_Head_Skin_Black,G_Face_17,G_Hair_3"
11542,basic,Male,"41,39,36,37,37","0,0,0,0,0",1,0,"B_Body_Skin_White,B_Shoes_5,B_Bot_4,B_Top_7,B_Head_Skin_White,B_Face_12,B_Hair_10,B_Face_Acc_0"
11543,basic,Male,"25,30,28,30,29","0,0,0,0,0",1,0,"B_Body_Skin_Black,B_Shoes_2,B_Bot_0,B_Top_0,B_Head_Skin_Black,B_Face_6,B_Hair_11,B_Face_Acc_0"
11544,basic,Female,"39,39,31,38,38","0,0,0,0,0",1,0,"G_Hair_Long_11,G_Body_Skin_Yellow,G_Shoes_7,G_Bot_9,G_Top_6,G_Head_Skin_Yellow,G_Face_13,G_Hair_11,G_Face_Acc_2"
11545,basic,Male,"42,41,41,38,43","0,0,0,0,0",2,0,"B_Body_Skin_White,B_Shoes_4,B_Bot_7,B_Top_7,B_Head_Skin_White,B_Face_14,B_Hair_3"
11546,basic,Female,"33,31,31,27,27","0,0,0,0,0",1,0,"G_Hair_Long_2,G_Body_Skin_Black,G_Shoes_1,G_Bot_7,G_Top_5,G_Head_Skin_Black,G_Face_5,G_Hair_2,G_Face_Acc_2"
11547,basic,Male,"44,46,44,45,44","0,0,0,0,0",2,0,"B_Body_Skin_Black,B_Shoes_9,B_Bot_8,B_Top_1,B_Head_Skin_Black,B_Face_9,B_Hair_1,B_Face_Acc_1"
11548,basic,Female,"31,32,32,29,30","0,0,0,0,0",1,0,"G_Hair_Long_2,G_Body_Skin_Black,G_Shoes_2,G_Bot_0,G_Top_6,G_Head_Skin_Black,G_Face_1,G_Hair_2,G_Face_Acc_1"
11549,basic,Female,"20,26,25,21,23","0,0,0,0,0",1,0,"G_Hair_Long_5,G_Body_Skin_Black,G_Shoes_4,G_Bot_5,G_Top_7,G_Head_Skin_Black,G_Face_4,G_Hair_5"
11550,basic,Female,"39,36,38,34,37","0,0,0,0,0",1,0,"G_Hair_Long_1,G_Body_Skin_Yellow,G_Shoes_8,G_Bot_7,G_Top_1,G_Head_Skin_Yellow,G_Face_0,G_Hair_1,G_Face_Acc_0"
11551,basic,Female,"31,31,28,29,25","0,0,0,0,0",1,0,"G_Hair_Long_4,G_Body_Skin_White,G_Shoes_6,G_Bot_1,G_Top_6,G_Head_Skin_White,G_Face_8,G_Hair_4"
11552,basic,Female,"40,41,36,35,39","0,0,0,0,0",1,0,"G_Hair_Long_2,G_Body_Skin_Yellow,G_Shoes_8,G_Bot_8,G_Top_9,G_Head_Skin_Yellow,G_Face_5,G_Hair_2,G_Face_Acc_2"
11553,basic,Female,"30,36,33,29,27","0,0,0,0,0",1,0,"G_Hair_Long_5,G_Body_Skin_Black,G_Shoes_0,G_Bot_1,G_Top_0,G_Head_Skin_Black,G_Face_17,G_Hair_5"
11554,basic,Male,"40,42,37,37,36","0,0,0,0,0",1,0,"B_Body_Skin_White,B_Shoes_5,B_Bot_7,B_Top_5,B_Head_Skin_White,B_Face_9,B_Hair_0"
11555,basic,Female,"41,39,35,34,36","0,0,0,0,0",1,0,"G_Hair_Long_4,G_Body_Skin_Yellow,G_Shoes_1,G_Bot_4,G_Top_1,G_Head_Skin_Yellow,G_Face_8,G_Hair_4,G_Face_Acc_2"
11556,basic,Male,"47,46,44,48,45","0,0,0,0,0",3,0,"B_Body_Skin_Yellow,B_Shoes_1,B_Bot_2,B_Top_1,B_Head_Skin_Yellow,B_Face_0,B_Hair_3,B_Face_Acc_3"
11557,basic,Female,"54,56,54,56,53","0,0,0,0,0",4,0,"G_Hair_Long_3,G_Body_Skin_Black,G_Shoes_7,G_Bot_5,G_Top_8,G_Head_Skin_Black,G_Face_21,G_Hair_3,G_Face_Acc_0"
11558,basic,Male,"34,35,37,38,36","0,0,0,0,0",1,0,"B_Body_Skin_Black,B_Shoes_4,B_Bot_7,B_Top_9,B_Head_Skin_Black,B_Face_0,B_Hair_5,B_Face_Acc_0"
11559,basic,Male,"36,35,32,32,33","0,0,0,0,0",1,0,"B_Body_Skin_White,B_Shoes_3,B_Bot_7,B_Top_2,B_Head_Skin_White,B_Face_9,B_Hair_6,B_Face_Acc_0"
11560,basic,Male,"46,49,47,44,44","0,0,0,0,0",2,0,"B_Body_Skin_White,B_Shoes_5,B_Bot_8,B_Top_1,B_Head_Skin_White,B_Face_9,B_Hair_2,B_Face_Acc_2"
11561,basic,Male,"32,31,31,31,30","0,0,0,0,0",1,0,"B_Body_Skin_Black,B_Shoes_0,B_Bot_1,B_Top_8,B_Head_Skin_Black,B_Face_7,B_Hair_9,B_Face_Acc_0"
11562,basic,Female,"37,38,34,36,35","0,0,0,0,0",1,0,"G_Hair_Long_4,G_Body_Skin_Yellow,G_Shoes_7,G_Bot_7,G_Top_2,G_Head_Skin_Yellow,G_Face_12,G_Hair_4,G_Face_Acc_2"
11563,basic,Female,"51,54,49,48,51","0,0,0,0,0",4,0,"G_Hair_Long_2,G_Body_Skin_White,G_Shoes_0,G_Bot_9,G_Top_0,G_Head_Skin_White,G_Face_15,G_Hair_2,G_Face_Acc_3"
11564,basic,Male,"34,31,27,30,33","0,0,0,0,0",1,0,"B_Body_Skin_Yellow,B_Shoes_6,B_Bot_0,B_Top_8,B_Head_Skin_Yellow,B_Face_5,B_Hair_0,B_Face_Acc_1"
11565,basic,Male,"58,54,52,55,55","0,0,0,0,0",4,0,"B_Body_Skin_White,B_Shoes_6,B_Bot_4,B_Top_9,B_Head_Skin_White,B_Face_14,B_Hair_8,B_Face_Acc_1"
11566,basic,Female,"20,26,22,23,22","0,0,0,0,0",1,0,"G_Hair_Long_7,G_Body_Skin_Black,G_Shoes_1,G_Bot_9,G_Top_2,G_Head_Skin_Black,G_Face_1,G_Hair_7"
11567,basic,Male,"34,33,33,33,32","0,0,0,0,0",1,0,"B_Body_Skin_Yellow,B_Shoes_0,B_Bot_5,B_Top_8,B_Head_Skin_Yellow,B_Face_14,B_Hair_2,B_Face_Acc_0"
11568,basic,Female,"41,43,40,40,40","0,0,0,0,0",2,0,"G_Hair_Long_11,G_Body_Skin_Black,G_Shoes_1,G_Bot_9,G_Top_4,G_Head_Skin_Black,G_Face_14,G_Hair_11,G_Face_Acc_1"
11569,basic,Male,"43,43,41,41,43","0,0,0,0,0",2,0,"B_Body_Skin_Yellow,B_Shoes_5,B_Bot_6,B_Top_0,B_Head_Skin_Yellow,B_Face_2,B_Hair_8,B_Face_Acc_0"
11570,basic,Female,"47,50,46,42,45","0,0,0,0,0",3,0,"G_Hair_Long_0,G_Body_Skin_Yellow,G_Shoes_8,G_Bot_1,G_Top_4,G_Head_Skin_Yellow,G_Face_14,G_Hair_0,G_Face_Acc_3"
11571,basic,Male,"22,20,20,21,25","0,0,0,0,0",1,0,"B_Body_Skin_White,B_Shoes_9,B_Bot_1,B_Top_0,B_Head_Skin_White,B_Face_11,B_Hair_7"
11572,basic,Female,"40,40,38,36,36","0,0,0,0,0",2,0,"G_Hair_Long_1,G_Body_Skin_Black,G_Shoes_5,G_Bot_9,G_Top_7,G_Head_Skin_Black,G_Face_7,G_Hair_1"
11573,basic,Male,"24,24,20,20,22","0,0,0,0,0",1,0,"B_Body_Skin_Yellow,B_Shoes_3,B_Bot_8,B_Top_3,B_Head_Skin_Yellow,B_Face_10,B_Hair_6"
11574,basic,Male,"32,33,33,34,29","0,0,0,0,0",1,0,"B_Body_Skin_White,B_Shoes_1,B_Bot_2,B_Top_0,B_Head_Skin_White,B_Face_13,B_Hair_11,B_Face_Acc_0"
11575,basic,Female,"36,32,33,27,31","0,0,0,0,0",1,0,"G_Hair_Long_2,G_Body_Skin_White,G_Shoes_1,G_Bot_6,G_Top_1,G_Head_Skin_White,G_Face_20,G_Hair_2"
11576,basic,Male,"26,30,25,26,28","0,0,0,0,0",1,0,"B_Body_Skin_Black,B_Shoes_0,B_Bot_0,B_Top_3,B_Head_Skin_Black,B_Face_6,B_Hair_8"
11577,basic,Female,"35,31,32,30,31","0,0,0,0,0",1,0,"G_Hair_Long_11,G_Body_Skin_White,G_Shoes_6,G_Bot_7,G_Top_1,G_Head_Skin_White,G_Face_3,G_Hair_11,G_Face_Acc_2"
11578,basic,Male,"25,31,30,31,31","0,0,0,0,0",1,0,"B_Body_Skin_Black,B_Shoes_2,B_Bot_0,B_Top_0,B_Head_Skin_Black,B_Face_6,B_Hair_2,B_Face_Acc_0"
11579,basic,Male,"27,22,23,23,26","0,0,0,0,0",1,0,"B_Body_Skin_Yellow,B_Shoes_3,B_Bot_0,B_Top_1,B_Head_Skin_Yellow,B_Face_4,B_Hair_5"
11580,basic,Male,"39,35,36,34,41","0,0,0,0,0",1,0,"B_Body_Skin_Yellow,B_Shoes_4,B_Bot_6,B_Top_8,B_Head_Skin_Yellow,B_Face_11,B_Hair_3"
11581,basic,Male,"36,36,34,34,36","0,0,0,0,0",1,0,"B_Body_Skin_Yellow,B_Shoes_5,B_Bot_7,B_Top_0,B_Head_Skin_Yellow,B_Face_4,B_Hair_9,B_Face_Acc_0"
11582,basic,Female,"31,33,29,28,32","0,0,0,0,0",1,0,"G_Hair_Long_14,G_Body_Skin_Yellow,G_Shoes_9,G_Bot_1,G_Top_2,G_Head_Skin_Yellow,G_Face_4,G_Hair_14,G_Face_Acc_1"
11583,basic,Female,"30,28,31,30,30","0,0,0,0,0",1,0,"G_Hair_Long_7,G_Body_Skin_White,G_Shoes_0,G_Bot_4,G_Top_2,G_Head_Skin_White,G_Face_12,G_Hair_7"
11584,basic,Male,"19,19,19,20,21","0,0,0,0,0",1,0,"B_Body_Skin_White,B_Shoes_8,B_Bot_2,B_Top_0,B_Head_Skin_White,B_Face_2,B_Hair_6"
11585,basic,Female,"38,34,38,39,37","0,0,0,0,0",1,0,"G_Hair_Long_7,G_Body_Skin_White,G_Shoes_1,G_Bot_4,G_Top_4,G_Head_Skin_White,G_Face_9,G_Hair_7,G_Face_Acc_1"
11586,basic,Female,"40,44,42,36,38","0,0,0,0,0",2,0,"G_Hair_Long_5,G_Body_Skin_Black,G_Shoes_8,G_Bot_4,G_Top_2,G_Head_Skin_Black,G_Face_20,G_Hair_5,G_Face_Acc_2"
11587,basic,Male,"45,47,46,45,45","0,0,0,0,0",3,0,"B_Body_Skin_White,B_Shoes_9,B_Bot_7,B_Top_2,B_Head_Skin_White,B_Face_13,B_Hair_10,B_Face_Acc_3"
11588,basic,Female,"35,35,34,35,37","0,0,0,0,0",1,0,"G_Hair_Long_10,G_Body_Skin_White,G_Shoes_7,G_Bot_7,G_Top_7,G_Head_Skin_White,G_Face_2,G_Hair_10"
11589,basic,Female,"37,40,37,33,36","0,0,0,0,0",1,0,"G_Hair_Long_8,G_Body_Skin_Yellow,G_Shoes_8,G_Bot_7,G_Top_1,G_Head_Skin_Yellow,G_Face_6,G_Hair_8,G_Face_Acc_2"
11590,basic,Female,"34,39,36,36,36","0,0,0,0,0",1,0,"G_Hair_Long_1,G_Body_Skin_Black,G_Shoes_8,G_Bot_0,G_Top_2,G_Head_Skin_Black,G_Face_8,G_Hair_1,G_Face_Acc_0"
11591,basic,Male,"36,35,31,32,35","0,0,0,0,0",1,0,"B_Body_Skin_White,B_Shoes_5,B_Bot_0,B_Top_9,B_Head_Skin_White,B_Face_7,B_Hair_8"
11592,basic,Male,"44,42,40,41,42","0,0,0,0,0",2,0,"B_Body_Skin_White,B_Shoes_6,B_Bot_1,B_Top_3,B_Head_Skin_White,B_Face_10,B_Hair_8,B_Face_Acc_0"
11593,basic,Female,"50,52,48,51,50","0,0,0,0,0",3,0,"G_Hair_Long_4,G_Body_Skin_White,G_Shoes_6,G_Bot_3,G_Top_7,G_Head_Skin_White,G_Face_20,G_Hair_4,G_Face_Acc_0"
11594,basic,Female,"31,30,31,29,32","0,0,0,0,0",1,0,"G_Hair_Long_6,G_Body_Skin_White,G_Shoes_1,G_Bot_5,G_Top_1,G_Head_Skin_White,G_Face_8,G_Hair_6,G_Face_Acc_0"
11595,basic,Female,"47,45,44,43,46","0,0,0,0,0",2,0,"G_Hair_Long_8,G_Body_Skin_White,G_Shoes_3,G_Bot_6,G_Top_5,G_Head_Skin_White,G_Face_19,G_Hair_8,G_Face_Acc_2"
11596,basic,Male,"30,32,32,34,30","0,0,0,0,0",1,0,"B_Body_Skin_Black,B_Shoes_1,B_Bot_2,B_Top_0,B_Head_Skin_Black,B_Face_10,B_Hair_9,B_Face_Acc_0"
11597,basic,Female,"28,29,27,27,27","0,0,0,0,0",1,0,"G_Hair_Long_2,G_Body_Skin_Black,G_Shoes_3,G_Bot_5,G_Top_0,G_Head_Skin_Black,G_Face_10,G_Hair_2,G_Face_Acc_2"
11598,basic,Male,"42,38,39,41,38","0,0,0,0,0",2,0,"B_Body_Skin_Yellow,B_Shoes_6,B_Bot_1,B_Top_6,B_Head_Skin_Yellow,B_Face_14,B_Hair_2"
11599,basic,Female,"25,28,27,29,29","0,0,0,0,0",1,0,"G_Hair_Long_5,G_Body_Skin_Yellow,G_Shoes_7,G_Bot_2,G_Top_3,G_Head_Skin_Yellow,G_Face_6,G_Hair_5"
11600,basic,Female,"45,44,42,41,40","0,0,0,0,0",2,0,"G_Hair_Long_0,G_Body_Skin_Yellow,G_Shoes_2,G_Bot_6,G_Top_8,G_Head_Skin_Yellow,G_Face_8,G_Hair_0"
11601,basic,Male,"30,28,29,31,31","0,0,0,0,0",1,0,"B_Body_Skin_Yellow,B_Shoes_2,B_Bot_1,B_Top_9,B_Head_Skin_Yellow,B_Face_11,B_Hair_7,B_Face_Acc_0"
11602,basic,Male,"31,28,27,28,29","0,0,0,0,0",1,0,"B_Body_Skin_White,B_Shoes_3,B_Bot_0,B_Top_2,B_Head_Skin_White,B_Face_0,B_Hair_5,B_Face_Acc_0"
11603,basic,Male,"43,39,38,42,41","0,0,0,0,0",2,0,"B_Body_Skin_White,B_Shoes_6,B_Bot_1,B_Top_0,B_Head_Skin_White,B_Face_11,B_Hair_1,B_Face_Acc_1"
11604,basic,Female,"34,32,33,33,33","0,0,0,0,0",1,0,"G_Hair_Long_14,G_Body_Skin_Black,G_Shoes_2,G_Bot_8,G_Top_2,G_Head_Skin_Black,G_Face_16,G_Hair_14,G_Face_Acc_1"
11605,basic,Female,"32,28,29,33,31","0,0,0,0,0",1,0,"G_Hair_Long_1,G_Body_Skin_White,G_Shoes_1,G_Bot_2,G_Top_7,G_Head_Skin_White,G_Face_13,G_Hair_1,G_Face_Acc_1"
11606,basic,Female,"44,47,42,39,42","0,0,0,0,0",2,0,"G_Hair_Long_3,G_Body_Skin_Yellow,G_Shoes_2,G_Bot_3,G_Top_1,G_Head_Skin_Yellow,G_Face_20,G_Hair_3"
11607,basic,Female,"33,29,32,30,31","0,0,0,0,0",1,0,"G_Hair_Long_2,G_Body_Skin_Yellow,G_Shoes_6,G_Bot_7,G_Top_5,G_Head_Skin_Yellow,G_Face_3,G_Hair_2,G_Face_Acc_0"
11608,basic,Female,"45,51,46,45,45","0,0,0,0,0",3,0,"G_Hair_Long_5,G_Body_Skin_Black,G_Shoes_0,G_Bot_0,G_Top_7,G_Head_Skin_Black,G_Face_21,G_Hair_5,G_Face_Acc_2"
11609,basic,Female,"27,27,24,22,25","0,0,0,0,0",1,0,"G_Hair_Long_5,G_Body_Skin_White,G_Shoes_1,G_Bot_0,G_Top_6,G_Head_Skin_White,G_Face_19,G_Hair_5"
11610,basic,Male,"42,43,42,42,39","0,0,0,0,0",2,0,"B_Body_Skin_Black,B_Shoes_1,B_Bot_8,B_Top_6,B_Head_Skin_Black,B_Face_11,B_Hair_8,B_Face_Acc_1"
11611,basic,Female,"40,39,41,37,39","0,0,0,0,0",2,0,"G_Hair_Long_9,G_Body_Skin_Black,G_Shoes_0,G_Bot_7,G_Top_3,G_Head_Skin_Black,G_Face_0,G_Hair_9"
11612,basic,Female,"30,27,29,25,28","0,0,0,0,0",1,0,"G_Hair_Long_5,G_Body_Skin_Yellow,G_Shoes_5,G_Bot_8,G_Top_1,G_Head_Skin_Yellow,G_Face_1,G_Hair_5"
11613,basic,Male,"29,28,27,27,32","0,0,0,0,0",1,0,"B_Body_Skin_Black,B_Shoes_9,B_Bot_4,B_Top_8,B_Head_Skin_Black,B_Face_5,B_Hair_7,B_Face_Acc_0"
11614,basic,Female,"40,42,42,37,39","0,0,0,0,0",2,0,"G_Hair_Long_2,G_Body_Skin_Black,G_Shoes_8,G_Bot_6,G_Top_5,G_Head_Skin_Black,G_Face_18,G_Hair_2"
11615,basic,Male,"31,32,26,27,31","0,0,0,0,0",1,0,"B_Body_Skin_White,B_Shoes_0,B_Bot_0,B_Top_6,B_Head_Skin_White,B_Face_4,B_Hair_3,B_Face_Acc_0"
11616,basic,Female,"40,36,37,35,39","0,0,0,0,0",1,0,"G_Hair_Long_0,G_Body_Skin_White,G_Shoes_9,G_Bot_4,G_Top_1,G_Head_Skin_White,G_Face_18,G_Hair_0,G_Face_Acc_2"
11617,basic,Female,"33,32,35,31,34","0,0,0,0,0",1,0,"G_Hair_Long_6,G_Body_Skin_Black,G_Shoes_3,G_Bot_4,G_Top_4,G_Head_Skin_Black,G_Face_16,G_Hair_6"
11618,basic,Female,"42,45,43,39,40","0,0,0,0,0",2,0,"G_Hair_Long_8,G_Body_Skin_Black,G_Shoes_5,G_Bot_5,G_Top_6,G_Head_Skin_Black,G_Face_21,G_Hair_8"
11619,basic,Male,"41,41,35,35,39","0,0,0,0,0",2,0,"B_Body_Skin_Yellow,B_Shoes_3,B_Bot_6,B_Top_5,B_Head_Skin_Yellow,B_Face_10,B_Hair_3"
11620,basic,Male,"48,48,44,43,44","0,0,0,0,0",3,0,"B_Body_Skin_Yellow,B_Shoes_6,B_Bot_7,B_Top_5,B_Head_Skin_Yellow,B_Face_6,B_Hair_2,B_Face_Acc_1"
11621,basic,Female,"45,43,43,47,46","0,0,0,0,0",2,0,"G_Hair_Long_11,G_Body_Skin_White,G_Shoes_0,G_Bot_4,G_Top_7,G_Head_Skin_White,G_Face_9,G_Hair_11,G_Face_Acc_1"
11622,basic,Male,"36,36,34,35,36","0,0,0,0,0",1,0,"B_Body_Skin_Black,B_Shoes_9,B_Bot_4,B_Top_9,B_Head_Skin_Black,B_Face_7,B_Hair_7,B_Face_Acc_1"
11623,basic,Female,"32,34,32,32,32","0,0,0,0,0",1,0,"G_Hair_Long_3,G_Body_Skin_White,G_Shoes_9,G_Bot_9,G_Top_1,G_Head_Skin_White,G_Face_9,G_Hair_3"
11624,basic,Female,"34,40,36,35,35","0,0,0,0,0",1,0,"G_Hair_Long_11,G_Body_Skin_Black,G_Shoes_6,G_Bot_1,G_Top_9,G_Head_Skin_Black,G_Face_15,G_Hair_11"
11625,basic,Male,"45,39,42,39,40","0,0,0,0,0",2,0,"B_Body_Skin_Yellow,B_Shoes_1,B_Bot_6,B_Top_7,B_Head_Skin_Yellow,B_Face_14,B_Hair_5,B_Face_Acc_0"
11626,basic,Male,"29,34,31,30,32","0,0,0,0,0",1,0,"B_Body_Skin_Black,B_Shoes_8,B_Bot_7,B_Top_7,B_Head_Skin_Black,B_Face_6,B_Hair_8"
11627,basic,Male,"22,21,21,20,23","0,0,0,0,0",1,0,"B_Body_Skin_Yellow,B_Shoes_8,B_Bot_7,B_Top_8,B_Head_Skin_Yellow,B_Face_4,B_Hair_0"
11628,basic,Female,"38,41,37,36,35","0,0,0,0,0",1,0,"G_Hair_Long_4,G_Body_Skin_Black,G_Shoes_6,G_Bot_4,G_Top_7,G_Head_Skin_Black,G_Face_20,G_Hair_4"
11629,basic,Male,"44,37,37,39,41","0,0,0,0,0",2,0,"B_Body_Skin_Yellow,B_Shoes_6,B_Bot_1,B_Top_8,B_Head_Skin_Yellow,B_Face_14,B_Hair_7,B_Face_Acc_1"
11630,basic,Female,"45,45,47,46,46","0,0,0,0,0",3,0,"G_Hair_Long_8,G_Body_Skin_White,G_Shoes_5,G_Bot_5,G_Top_7,G_Head_Skin_White,G_Face_8,G_Hair_8,G_Face_Acc_1"
11631,basic,Female,"44,47,41,45,43","0,0,0,0,0",2,0,"G_Hair_Long_3,G_Body_Skin_Yellow,G_Shoes_1,G_Bot_6,G_Top_0,G_Head_Skin_Yellow,G_Face_13,G_Hair_3,G_Face_Acc_1"
11632,basic,Female,"33,36,31,32,29","0,0,0,0,0",1,0,"G_Hair_Long_4,G_Body_Skin_Black,G_Shoes_3,G_Bot_2,G_Top_7,G_Head_Skin_Black,G_Face_3,G_Hair_4,G_Face_Acc_2"
11633,basic,Male,"27,24,21,22,27","0,0,0,0,0",1,0,"B_Body_Skin_White,B_Shoes_5,B_Bot_0,B_Top_2,B_Head_Skin_White,B_Face_4,B_Hair_7"
